hour,price
0,-0.21
1,-0.21
2,-0.21
3,-0.21
4,-0.21
5,-0.21
6,-0.21
7,-0.21
8,-0.21
9,-0.21
10,-0.22
11,-0.22
12,-0.01
13,-0.05
14,-0.06
15,-0.08
16,-0.15
17,-0.21
18,-0.21
19,-0.22
20,-0.22
21,-0.22
22,-0.22
23,-0.22
